../../03 Data/Simple Dataset/colorIMG_114.png,330,170,431,204
../../03 Data/Simple Dataset/colorIMG_114.png,330,146,432,179
../../03 Data/Simple Dataset/colorIMG_114.png,431,151,533,177
../../03 Data/Simple Dataset/colorIMG_130.png,503,138,539,243
../../03 Data/Simple Dataset/colorIMG_130.png,479,141,508,243
../../03 Data/Simple Dataset/colorIMG_130.png,454,142,482,242
../../03 Data/Simple Dataset/colorIMG_130.png,430,139,457,240
../../03 Data/Simple Dataset/colorIMG_130.png,407,141,433,241
../../03 Data/Simple Dataset/colorIMG_130.png,381,142,408,243
../../03 Data/Simple Dataset/colorIMG_130.png,356,141,383,241
../../03 Data/Simple Dataset/colorIMG_130.png,326,144,355,244
../../03 Data/Simple Dataset/colorIMG_130.png,325,244,353,345
../../03 Data/Simple Dataset/colorIMG_130.png,351,242,381,343
../../03 Data/Simple Dataset/colorIMG_130.png,375,242,404,342
../../03 Data/Simple Dataset/colorIMG_130.png,400,241,429,342
../../03 Data/Simple Dataset/colorIMG_130.png,430,241,458,344
../../03 Data/Simple Dataset/colorIMG_130.png,453,243,487,345
../../03 Data/Simple Dataset/colorIMG_130.png,479,243,511,346
../../03 Data/Simple Dataset/colorIMG_130.png,505,242,536,346
../../03 Data/Simple Dataset/colorIMG_21.png,321,327,425,354
../../03 Data/Simple Dataset/colorIMG_21.png,322,299,426,329
../../03 Data/Simple Dataset/colorIMG_21.png,322,272,425,304
../../03 Data/Simple Dataset/colorIMG_21.png,325,247,426,278
../../03 Data/Simple Dataset/colorIMG_21.png,325,219,430,252
../../03 Data/Simple Dataset/colorIMG_21.png,328,191,430,228
../../03 Data/Simple Dataset/colorIMG_21.png,326,169,428,201
../../03 Data/Simple Dataset/colorIMG_21.png,327,144,428,175
../../03 Data/Simple Dataset/colorIMG_21.png,423,333,528,362
../../03 Data/Simple Dataset/colorIMG_21.png,422,309,528,337
../../03 Data/Simple Dataset/colorIMG_21.png,424,279,527,311
../../03 Data/Simple Dataset/colorIMG_21.png,426,252,529,284
../../03 Data/Simple Dataset/colorIMG_21.png,428,227,530,260
../../03 Data/Simple Dataset/colorIMG_21.png,428,204,532,231
../../03 Data/Simple Dataset/colorIMG_21.png,427,177,530,205
../../03 Data/Simple Dataset/colorIMG_21.png,427,149,531,178
../../03 Data/Simple Dataset/colorIMG_31.png,313,321,418,354
../../03 Data/Simple Dataset/colorIMG_31.png,312,297,416,329
../../03 Data/Simple Dataset/colorIMG_31.png,315,270,418,305
../../03 Data/Simple Dataset/colorIMG_31.png,321,241,420,277
../../03 Data/Simple Dataset/colorIMG_31.png,325,217,426,254
../../03 Data/Simple Dataset/colorIMG_31.png,324,192,424,225
../../03 Data/Simple Dataset/colorIMG_31.png,328,162,427,203
../../03 Data/Simple Dataset/colorIMG_31.png,327,138,431,179
../../03 Data/Simple Dataset/colorIMG_31.png,415,331,519,361
../../03 Data/Simple Dataset/colorIMG_31.png,416,306,520,334
../../03 Data/Simple Dataset/colorIMG_31.png,415,278,520,308
../../03 Data/Simple Dataset/colorIMG_31.png,419,253,521,284
../../03 Data/Simple Dataset/colorIMG_31.png,421,227,524,258
../../03 Data/Simple Dataset/colorIMG_31.png,424,204,528,238
../../03 Data/Simple Dataset/colorIMG_31.png,427,181,530,212
../../03 Data/Simple Dataset/colorIMG_31.png,428,157,532,185
../../03 Data/Simple Dataset/colorIMG_144.png,319,144,369,243
../../03 Data/Simple Dataset/colorIMG_144.png,345,149,393,248
../../03 Data/Simple Dataset/colorIMG_144.png,373,151,417,253
../../03 Data/Simple Dataset/colorIMG_144.png,396,157,441,259
../../03 Data/Simple Dataset/colorIMG_144.png,420,164,464,267
../../03 Data/Simple Dataset/colorIMG_144.png,444,168,491,272
../../03 Data/Simple Dataset/colorIMG_144.png,469,177,515,279
../../03 Data/Simple Dataset/colorIMG_144.png,493,182,540,285
../../03 Data/Simple Dataset/colorIMG_144.png,300,240,342,341
../../03 Data/Simple Dataset/colorIMG_144.png,327,245,369,347
../../03 Data/Simple Dataset/colorIMG_144.png,352,247,393,351
../../03 Data/Simple Dataset/colorIMG_144.png,376,255,419,359
../../03 Data/Simple Dataset/colorIMG_144.png,401,262,444,366
../../03 Data/Simple Dataset/colorIMG_144.png,423,271,469,375
../../03 Data/Simple Dataset/colorIMG_144.png,449,273,493,378
../../03 Data/Simple Dataset/colorIMG_144.png,473,279,519,385
../../03 Data/Simple Dataset/colorIMG_65.png,334,144,440,187
../../03 Data/Simple Dataset/colorIMG_65.png,337,171,441,216
../../03 Data/Simple Dataset/colorIMG_65.png,332,195,436,241
../../03 Data/Simple Dataset/colorIMG_65.png,333,218,437,267
../../03 Data/Simple Dataset/colorIMG_65.png,328,240,432,292
../../03 Data/Simple Dataset/colorIMG_65.png,327,271,431,317
../../03 Data/Simple Dataset/colorIMG_65.png,322,293,428,340
../../03 Data/Simple Dataset/colorIMG_65.png,316,318,423,366
../../03 Data/Simple Dataset/colorIMG_65.png,441,164,546,205
../../03 Data/Simple Dataset/colorIMG_65.png,437,189,541,228
../../03 Data/Simple Dataset/colorIMG_65.png,434,213,536,253
../../03 Data/Simple Dataset/colorIMG_65.png,429,239,535,277
../../03 Data/Simple Dataset/colorIMG_65.png,428,262,538,303
../../03 Data/Simple Dataset/colorIMG_65.png,427,289,532,329
../../03 Data/Simple Dataset/colorIMG_65.png,422,314,529,354
../../03 Data/Simple Dataset/colorIMG_65.png,416,338,525,378
../../03 Data/Simple Dataset/colorIMG_156.png,403,351,488,446
../../03 Data/Simple Dataset/colorIMG_156.png,383,334,469,428
../../03 Data/Simple Dataset/colorIMG_156.png,366,313,452,406
../../03 Data/Simple Dataset/colorIMG_156.png,347,296,433,389
../../03 Data/Simple Dataset/colorIMG_156.png,327,281,413,373
../../03 Data/Simple Dataset/colorIMG_156.png,308,264,395,354
../../03 Data/Simple Dataset/colorIMG_156.png,468,274,549,366
../../03 Data/Simple Dataset/colorIMG_156.png,452,252,532,344
../../03 Data/Simple Dataset/colorIMG_156.png,433,237,514,327
../../03 Data/Simple Dataset/colorIMG_156.png,413,221,497,309
../../03 Data/Simple Dataset/colorIMG_156.png,394,204,479,294
../../03 Data/Simple Dataset/colorIMG_156.png,375,189,459,277
../../03 Data/Simple Dataset/colorIMG_156.png,358,169,441,258
../../03 Data/Simple Dataset/colorIMG_156.png,334,160,416,249
../../03 Data/Simple Dataset/colorIMG_156.png,287,245,377,331
../../03 Data/Simple Dataset/colorIMG_156.png,253,235,348,313
../../03 Data/Simple Dataset/colorIMG_123.png,328,142,359,241
../../03 Data/Simple Dataset/colorIMG_123.png,355,142,382,243
../../03 Data/Simple Dataset/colorIMG_123.png,380,140,408,242
../../03 Data/Simple Dataset/colorIMG_123.png,403,141,432,241
../../03 Data/Simple Dataset/colorIMG_123.png,429,142,456,243
../../03 Data/Simple Dataset/colorIMG_123.png,453,143,480,244
../../03 Data/Simple Dataset/colorIMG_123.png,478,143,504,244
../../03 Data/Simple Dataset/colorIMG_123.png,503,144,530,245
../../03 Data/Simple Dataset/colorIMG_123.png,325,241,352,343
../../03 Data/Simple Dataset/colorIMG_123.png,351,242,379,345
../../03 Data/Simple Dataset/colorIMG_123.png,375,241,403,343
../../03 Data/Simple Dataset/colorIMG_123.png,400,240,429,343
../../03 Data/Simple Dataset/colorIMG_123.png,424,242,452,344
../../03 Data/Simple Dataset/colorIMG_123.png,449,244,476,346
../../03 Data/Simple Dataset/colorIMG_123.png,474,243,502,346
../../03 Data/Simple Dataset/colorIMG_123.png,499,244,526,347
../../03 Data/Simple Dataset/colorIMG_63.png,322,324,426,358
../../03 Data/Simple Dataset/colorIMG_63.png,323,300,427,333
../../03 Data/Simple Dataset/colorIMG_63.png,321,272,427,311
../../03 Data/Simple Dataset/colorIMG_63.png,329,249,433,288
../../03 Data/Simple Dataset/colorIMG_63.png,330,227,435,261
../../03 Data/Simple Dataset/colorIMG_63.png,333,204,435,234
../../03 Data/Simple Dataset/colorIMG_63.png,335,181,434,211
../../03 Data/Simple Dataset/colorIMG_63.png,331,153,436,187
../../03 Data/Simple Dataset/colorIMG_63.png,436,163,542,205
../../03 Data/Simple Dataset/colorIMG_63.png,437,188,544,231
../../03 Data/Simple Dataset/colorIMG_63.png,434,215,541,257
../../03 Data/Simple Dataset/colorIMG_63.png,431,237,537,281
../../03 Data/Simple Dataset/colorIMG_63.png,427,262,538,306
../../03 Data/Simple Dataset/colorIMG_63.png,423,286,529,331
../../03 Data/Simple Dataset/colorIMG_63.png,423,311,532,358
../../03 Data/Simple Dataset/colorIMG_63.png,422,339,529,385
../../03 Data/Simple Dataset/colorIMG_95.png,319,318,422,360
../../03 Data/Simple Dataset/colorIMG_95.png,324,291,429,333
../../03 Data/Simple Dataset/colorIMG_95.png,326,264,430,307
../../03 Data/Simple Dataset/colorIMG_95.png,324,240,432,283
../../03 Data/Simple Dataset/colorIMG_95.png,329,217,432,259
../../03 Data/Simple Dataset/colorIMG_95.png,328,193,433,231
../../03 Data/Simple Dataset/colorIMG_95.png,327,171,431,209
../../03 Data/Simple Dataset/colorIMG_95.png,331,147,432,183
../../03 Data/Simple Dataset/colorIMG_95.png,429,324,533,353
../../03 Data/Simple Dataset/colorIMG_95.png,426,300,529,328
../../03 Data/Simple Dataset/colorIMG_95.png,429,275,532,302
../../03 Data/Simple Dataset/colorIMG_95.png,429,251,535,277
../../03 Data/Simple Dataset/colorIMG_95.png,431,226,535,252
../../03 Data/Simple Dataset/colorIMG_95.png,430,202,534,228
../../03 Data/Simple Dataset/colorIMG_95.png,428,175,531,203
../../03 Data/Simple Dataset/colorIMG_95.png,430,153,534,178
../../03 Data/Simple Dataset/colorIMG_99.png,313,331,417,365
../../03 Data/Simple Dataset/colorIMG_99.png,316,305,418,338
../../03 Data/Simple Dataset/colorIMG_99.png,323,276,425,306
../../03 Data/Simple Dataset/colorIMG_99.png,324,243,432,281
../../03 Data/Simple Dataset/colorIMG_99.png,327,218,432,255
../../03 Data/Simple Dataset/colorIMG_99.png,328,194,432,233
../../03 Data/Simple Dataset/colorIMG_99.png,327,170,433,210
../../03 Data/Simple Dataset/colorIMG_99.png,329,146,434,186
../../03 Data/Simple Dataset/colorIMG_99.png,415,322,521,369
../../03 Data/Simple Dataset/colorIMG_99.png,419,297,529,347
../../03 Data/Simple Dataset/colorIMG_99.png,423,273,527,312
../../03 Data/Simple Dataset/colorIMG_99.png,428,249,533,283
../../03 Data/Simple Dataset/colorIMG_99.png,428,228,531,256
../../03 Data/Simple Dataset/colorIMG_99.png,431,202,532,229
../../03 Data/Simple Dataset/colorIMG_99.png,428,174,532,203
../../03 Data/Simple Dataset/colorIMG_99.png,431,151,536,176
../../03 Data/Simple Dataset/colorIMG_72.png,334,344,439,375
../../03 Data/Simple Dataset/colorIMG_72.png,340,320,440,348
../../03 Data/Simple Dataset/colorIMG_72.png,342,292,443,323
../../03 Data/Simple Dataset/colorIMG_72.png,338,258,442,296
../../03 Data/Simple Dataset/colorIMG_72.png,336,234,441,268
../../03 Data/Simple Dataset/colorIMG_72.png,343,208,445,240
../../03 Data/Simple Dataset/colorIMG_72.png,344,181,446,212
../../03 Data/Simple Dataset/colorIMG_72.png,340,152,445,184
../../03 Data/Simple Dataset/colorIMG_72.png,452,163,557,194
../../03 Data/Simple Dataset/colorIMG_72.png,436,344,544,401
../../03 Data/Simple Dataset/colorIMG_72.png,437,321,545,361
../../03 Data/Simple Dataset/colorIMG_72.png,438,295,546,328
../../03 Data/Simple Dataset/colorIMG_72.png,439,271,548,301
../../03 Data/Simple Dataset/colorIMG_72.png,435,242,541,273
../../03 Data/Simple Dataset/colorIMG_72.png,440,216,549,250
../../03 Data/Simple Dataset/colorIMG_72.png,443,188,549,221
../../03 Data/Simple Dataset/colorIMG_109.png,322,139,425,181
../../03 Data/Simple Dataset/colorIMG_109.png,431,152,533,179
../../03 Data/Simple Dataset/colorIMG_109.png,328,165,430,206
../../03 Data/Simple Dataset/colorIMG_109.png,431,175,532,204
../../03 Data/Simple Dataset/colorIMG_109.png,329,190,432,231
../../03 Data/Simple Dataset/colorIMG_109.png,431,203,533,231
../../03 Data/Simple Dataset/colorIMG_109.png,327,217,431,256
../../03 Data/Simple Dataset/colorIMG_109.png,428,228,531,259
../../03 Data/Simple Dataset/colorIMG_109.png,325,253,426,280
../../03 Data/Simple Dataset/colorIMG_109.png,426,251,530,289
../../03 Data/Simple Dataset/colorIMG_109.png,424,276,526,314
../../03 Data/Simple Dataset/colorIMG_109.png,322,278,425,307
../../03 Data/Simple Dataset/colorIMG_109.png,318,302,422,341
../../03 Data/Simple Dataset/colorIMG_109.png,421,298,526,344
../../03 Data/Simple Dataset/colorIMG_109.png,415,327,519,367
../../03 Data/Simple Dataset/colorIMG_109.png,314,332,415,366
../../03 Data/Simple Dataset/colorIMG_87.png,338,336,442,364
../../03 Data/Simple Dataset/colorIMG_87.png,339,310,440,341
../../03 Data/Simple Dataset/colorIMG_87.png,337,284,440,315
../../03 Data/Simple Dataset/colorIMG_87.png,338,260,440,288
../../03 Data/Simple Dataset/colorIMG_87.png,335,236,439,264
../../03 Data/Simple Dataset/colorIMG_87.png,336,211,439,240
../../03 Data/Simple Dataset/colorIMG_87.png,339,187,443,217
../../03 Data/Simple Dataset/colorIMG_87.png,339,161,446,192
../../03 Data/Simple Dataset/colorIMG_87.png,439,342,545,387
../../03 Data/Simple Dataset/colorIMG_87.png,437,315,547,363
../../03 Data/Simple Dataset/colorIMG_87.png,434,289,544,333
../../03 Data/Simple Dataset/colorIMG_87.png,437,263,546,306
../../03 Data/Simple Dataset/colorIMG_87.png,437,240,540,276
../../03 Data/Simple Dataset/colorIMG_87.png,437,215,542,247
../../03 Data/Simple Dataset/colorIMG_87.png,439,189,544,219
../../03 Data/Simple Dataset/colorIMG_87.png,445,165,550,196
../../03 Data/Simple Dataset/colorIMG_13.png,322,328,427,358
../../03 Data/Simple Dataset/colorIMG_13.png,424,333,527,366
../../03 Data/Simple Dataset/colorIMG_13.png,424,307,527,341
../../03 Data/Simple Dataset/colorIMG_13.png,427,280,529,312
../../03 Data/Simple Dataset/colorIMG_13.png,322,301,425,331
../../03 Data/Simple Dataset/colorIMG_13.png,324,275,427,305
../../03 Data/Simple Dataset/colorIMG_13.png,324,250,428,280
../../03 Data/Simple Dataset/colorIMG_13.png,425,252,530,283
../../03 Data/Simple Dataset/colorIMG_13.png,428,228,530,256
../../03 Data/Simple Dataset/colorIMG_13.png,426,201,529,231
../../03 Data/Simple Dataset/colorIMG_13.png,426,175,528,205
../../03 Data/Simple Dataset/colorIMG_13.png,426,146,531,177
../../03 Data/Simple Dataset/colorIMG_13.png,323,223,428,255
../../03 Data/Simple Dataset/colorIMG_13.png,326,200,429,227
../../03 Data/Simple Dataset/colorIMG_13.png,327,171,429,202
../../03 Data/Simple Dataset/colorIMG_13.png,325,147,428,179
../../03 Data/Simple Dataset/colorIMG_16.png,322,326,426,354
../../03 Data/Simple Dataset/colorIMG_16.png,322,300,427,330
../../03 Data/Simple Dataset/colorIMG_16.png,423,328,528,363
../../03 Data/Simple Dataset/colorIMG_16.png,424,303,527,336
../../03 Data/Simple Dataset/colorIMG_16.png,426,276,532,310
../../03 Data/Simple Dataset/colorIMG_16.png,424,253,529,284
../../03 Data/Simple Dataset/colorIMG_16.png,425,228,531,258
../../03 Data/Simple Dataset/colorIMG_16.png,426,202,530,233
../../03 Data/Simple Dataset/colorIMG_16.png,426,176,529,205
../../03 Data/Simple Dataset/colorIMG_16.png,425,153,532,181
../../03 Data/Simple Dataset/colorIMG_16.png,321,274,427,306
../../03 Data/Simple Dataset/colorIMG_16.png,323,252,427,280
../../03 Data/Simple Dataset/colorIMG_16.png,324,223,428,254
../../03 Data/Simple Dataset/colorIMG_16.png,326,202,429,230
../../03 Data/Simple Dataset/colorIMG_16.png,326,175,429,202
../../03 Data/Simple Dataset/colorIMG_16.png,324,150,429,180
../../03 Data/Simple Dataset/colorIMG_148.png,488,227,551,327
../../03 Data/Simple Dataset/colorIMG_148.png,467,215,531,315
../../03 Data/Simple Dataset/colorIMG_148.png,444,196,509,295
../../03 Data/Simple Dataset/colorIMG_148.png,421,182,489,281
../../03 Data/Simple Dataset/colorIMG_148.png,400,169,467,268
../../03 Data/Simple Dataset/colorIMG_148.png,380,157,447,252
../../03 Data/Simple Dataset/colorIMG_148.png,356,147,425,244
../../03 Data/Simple Dataset/colorIMG_148.png,332,134,403,230
../../03 Data/Simple Dataset/colorIMG_148.png,283,223,353,320
../../03 Data/Simple Dataset/colorIMG_148.png,306,233,376,332
../../03 Data/Simple Dataset/colorIMG_148.png,330,241,399,339
../../03 Data/Simple Dataset/colorIMG_148.png,351,258,423,356
../../03 Data/Simple Dataset/colorIMG_148.png,369,273,445,372
../../03 Data/Simple Dataset/colorIMG_148.png,389,289,466,386
../../03 Data/Simple Dataset/colorIMG_148.png,410,309,492,403
../../03 Data/Simple Dataset/colorIMG_148.png,432,319,516,414
../../03 Data/Simple Dataset/colorIMG_175.png,474,249,566,331
../../03 Data/Simple Dataset/colorIMG_175.png,458,230,550,312
../../03 Data/Simple Dataset/colorIMG_175.png,440,212,532,293
../../03 Data/Simple Dataset/colorIMG_175.png,422,194,514,276
../../03 Data/Simple Dataset/colorIMG_175.png,406,175,497,257
../../03 Data/Simple Dataset/colorIMG_175.png,390,156,481,238
../../03 Data/Simple Dataset/colorIMG_175.png,374,138,464,219
../../03 Data/Simple Dataset/colorIMG_175.png,357,121,448,201
../../03 Data/Simple Dataset/colorIMG_175.png,402,314,489,404
../../03 Data/Simple Dataset/colorIMG_175.png,386,294,473,386
../../03 Data/Simple Dataset/colorIMG_175.png,368,276,455,367
../../03 Data/Simple Dataset/colorIMG_175.png,334,241,420,332
../../03 Data/Simple Dataset/colorIMG_175.png,350,258,437,350
../../03 Data/Simple Dataset/colorIMG_175.png,317,224,403,315
../../03 Data/Simple Dataset/colorIMG_175.png,299,206,385,297
../../03 Data/Simple Dataset/colorIMG_175.png,280,190,367,282
../../03 Data/Simple Dataset/colorIMG_43.png,324,331,428,366
../../03 Data/Simple Dataset/colorIMG_43.png,327,305,429,340
../../03 Data/Simple Dataset/colorIMG_43.png,328,282,432,315
../../03 Data/Simple Dataset/colorIMG_43.png,327,256,432,292
../../03 Data/Simple Dataset/colorIMG_43.png,328,230,432,264
../../03 Data/Simple Dataset/colorIMG_43.png,326,207,427,238
../../03 Data/Simple Dataset/colorIMG_43.png,324,181,424,212
../../03 Data/Simple Dataset/colorIMG_43.png,325,158,428,187
../../03 Data/Simple Dataset/colorIMG_43.png,435,339,540,372
../../03 Data/Simple Dataset/colorIMG_43.png,433,313,535,338
../../03 Data/Simple Dataset/colorIMG_43.png,433,288,532,314
../../03 Data/Simple Dataset/colorIMG_43.png,431,263,533,290
../../03 Data/Simple Dataset/colorIMG_43.png,430,237,535,264
../../03 Data/Simple Dataset/colorIMG_43.png,425,213,529,242
../../03 Data/Simple Dataset/colorIMG_43.png,428,188,530,218
../../03 Data/Simple Dataset/colorIMG_43.png,430,161,535,190
../../03 Data/Simple Dataset/colorIMG_168.png,413,300,495,393
../../03 Data/Simple Dataset/colorIMG_168.png,392,287,474,380
../../03 Data/Simple Dataset/colorIMG_168.png,374,267,455,361
../../03 Data/Simple Dataset/colorIMG_168.png,355,249,436,342
../../03 Data/Simple Dataset/colorIMG_168.png,333,235,414,328
../../03 Data/Simple Dataset/colorIMG_168.png,314,221,395,314
../../03 Data/Simple Dataset/colorIMG_168.png,295,207,377,298
../../03 Data/Simple Dataset/colorIMG_168.png,276,191,357,284
../../03 Data/Simple Dataset/colorIMG_168.png,474,222,556,313
../../03 Data/Simple Dataset/colorIMG_168.png,456,207,537,297
../../03 Data/Simple Dataset/colorIMG_168.png,437,191,518,281
../../03 Data/Simple Dataset/colorIMG_168.png,417,173,499,264
../../03 Data/Simple Dataset/colorIMG_168.png,398,154,482,247
../../03 Data/Simple Dataset/colorIMG_168.png,376,145,457,235
../../03 Data/Simple Dataset/colorIMG_168.png,357,130,438,219
../../03 Data/Simple Dataset/colorIMG_168.png,336,115,419,203
../../03 Data/Simple Dataset/colorIMG_73.png,339,343,447,385
../../03 Data/Simple Dataset/colorIMG_73.png,338,315,438,347
../../03 Data/Simple Dataset/colorIMG_73.png,335,290,443,326
../../03 Data/Simple Dataset/colorIMG_73.png,336,260,440,294
../../03 Data/Simple Dataset/colorIMG_73.png,335,238,439,266
../../03 Data/Simple Dataset/colorIMG_73.png,341,208,447,240
../../03 Data/Simple Dataset/colorIMG_73.png,345,184,447,214
../../03 Data/Simple Dataset/colorIMG_73.png,343,150,444,183
../../03 Data/Simple Dataset/colorIMG_73.png,443,344,547,381
../../03 Data/Simple Dataset/colorIMG_73.png,438,321,547,357
../../03 Data/Simple Dataset/colorIMG_73.png,440,293,544,329
../../03 Data/Simple Dataset/colorIMG_73.png,439,269,546,303
../../03 Data/Simple Dataset/colorIMG_73.png,435,239,541,273
../../03 Data/Simple Dataset/colorIMG_73.png,440,213,548,251
../../03 Data/Simple Dataset/colorIMG_73.png,445,188,548,220
../../03 Data/Simple Dataset/colorIMG_73.png,451,162,555,195
../../03 Data/Simple Dataset/colorIMG_104.png,322,144,425,180
../../03 Data/Simple Dataset/colorIMG_104.png,430,152,532,179
../../03 Data/Simple Dataset/colorIMG_104.png,313,331,416,362
../../03 Data/Simple Dataset/colorIMG_104.png,321,279,422,309
../../03 Data/Simple Dataset/colorIMG_104.png,328,170,430,206
../../03 Data/Simple Dataset/colorIMG_104.png,328,229,429,254
../../03 Data/Simple Dataset/colorIMG_104.png,430,176,531,204
../../03 Data/Simple Dataset/colorIMG_104.png,416,329,519,384
../../03 Data/Simple Dataset/colorIMG_104.png,428,255,530,282
../../03 Data/Simple Dataset/colorIMG_104.png,430,204,532,230
../../03 Data/Simple Dataset/colorIMG_104.png,429,228,529,254
../../03 Data/Simple Dataset/colorIMG_104.png,422,279,522,306
../../03 Data/Simple Dataset/colorIMG_104.png,326,255,427,282
../../03 Data/Simple Dataset/colorIMG_104.png,328,197,430,231
../../03 Data/Simple Dataset/colorIMG_104.png,317,306,421,335
../../03 Data/Simple Dataset/colorIMG_104.png,421,304,525,337
../../03 Data/Simple Dataset/colorIMG_190.png,435,314,537,371
../../03 Data/Simple Dataset/colorIMG_190.png,426,292,529,346
../../03 Data/Simple Dataset/colorIMG_190.png,417,269,519,322
../../03 Data/Simple Dataset/colorIMG_190.png,408,245,511,300
../../03 Data/Simple Dataset/colorIMG_190.png,402,221,505,276
../../03 Data/Simple Dataset/colorIMG_190.png,391,199,492,254
../../03 Data/Simple Dataset/colorIMG_190.png,384,174,484,230
../../03 Data/Simple Dataset/colorIMG_190.png,380,150,480,206
../../03 Data/Simple Dataset/colorIMG_190.png,324,355,430,406
../../03 Data/Simple Dataset/colorIMG_190.png,320,330,425,381
../../03 Data/Simple Dataset/colorIMG_190.png,316,305,420,357
../../03 Data/Simple Dataset/colorIMG_190.png,309,281,413,332
../../03 Data/Simple Dataset/colorIMG_190.png,305,256,408,308
../../03 Data/Simple Dataset/colorIMG_190.png,297,233,399,285
../../03 Data/Simple Dataset/colorIMG_190.png,290,209,392,262
../../03 Data/Simple Dataset/colorIMG_190.png,284,185,386,237
../../03 Data/Simple Dataset/colorIMG_124.png,331,142,359,243
../../03 Data/Simple Dataset/colorIMG_124.png,356,143,383,243
../../03 Data/Simple Dataset/colorIMG_124.png,380,140,408,242
../../03 Data/Simple Dataset/colorIMG_124.png,403,141,432,241
../../03 Data/Simple Dataset/colorIMG_124.png,429,142,456,243
../../03 Data/Simple Dataset/colorIMG_124.png,453,143,480,244
../../03 Data/Simple Dataset/colorIMG_124.png,478,143,504,244
../../03 Data/Simple Dataset/colorIMG_124.png,503,144,530,245
../../03 Data/Simple Dataset/colorIMG_124.png,325,241,352,343
../../03 Data/Simple Dataset/colorIMG_124.png,351,242,379,345
../../03 Data/Simple Dataset/colorIMG_124.png,375,241,403,343
../../03 Data/Simple Dataset/colorIMG_124.png,400,240,429,343
../../03 Data/Simple Dataset/colorIMG_124.png,424,242,452,344
../../03 Data/Simple Dataset/colorIMG_124.png,449,244,476,346
../../03 Data/Simple Dataset/colorIMG_124.png,474,243,502,346
../../03 Data/Simple Dataset/colorIMG_124.png,499,244,526,347
../../03 Data/Simple Dataset/colorIMG_177.png,376,301,472,382
../../03 Data/Simple Dataset/colorIMG_177.png,388,323,484,403
../../03 Data/Simple Dataset/colorIMG_177.png,360,281,456,362
../../03 Data/Simple Dataset/colorIMG_177.png,343,263,440,343
../../03 Data/Simple Dataset/colorIMG_177.png,329,244,425,322
../../03 Data/Simple Dataset/colorIMG_177.png,314,224,409,304
../../03 Data/Simple Dataset/colorIMG_177.png,298,205,393,285
../../03 Data/Simple Dataset/colorIMG_177.png,279,189,375,267
