../../03 Data/Simple Dataset/colorIMG_36.png,306,291,414,332,Brick
../../03 Data/Simple Dataset/colorIMG_36.png,313,267,421,305,Brick
../../03 Data/Simple Dataset/colorIMG_36.png,320,242,422,280,Brick
../../03 Data/Simple Dataset/colorIMG_36.png,317,217,426,254,Brick
../../03 Data/Simple Dataset/colorIMG_36.png,326,190,428,231,Brick
../../03 Data/Simple Dataset/colorIMG_36.png,329,169,432,209,Brick
../../03 Data/Simple Dataset/colorIMG_36.png,332,146,431,183,Brick
../../03 Data/Simple Dataset/colorIMG_36.png,430,155,535,183,Brick
../../03 Data/Simple Dataset/colorIMG_36.png,428,181,532,209,Brick
../../03 Data/Simple Dataset/colorIMG_36.png,424,205,530,237,Brick
../../03 Data/Simple Dataset/colorIMG_36.png,421,229,523,265,Brick
../../03 Data/Simple Dataset/colorIMG_36.png,420,256,522,296,Brick
../../03 Data/Simple Dataset/colorIMG_36.png,416,281,519,320,Brick
../../03 Data/Simple Dataset/colorIMG_36.png,412,305,516,346,Brick
../../03 Data/Simple Dataset/colorIMG_36.png,409,331,516,371,Brick
../../03 Data/Simple Dataset/colorIMG_184.png,366,336,468,407,Brick
../../03 Data/Simple Dataset/colorIMG_184.png,354,313,456,385,Brick
../../03 Data/Simple Dataset/colorIMG_184.png,343,291,443,363,Brick
../../03 Data/Simple Dataset/colorIMG_184.png,329,270,428,342,Brick
../../03 Data/Simple Dataset/colorIMG_184.png,316,249,416,319,Brick
../../03 Data/Simple Dataset/colorIMG_184.png,303,229,402,298,Brick
../../03 Data/Simple Dataset/colorIMG_184.png,291,207,389,277,Brick
../../03 Data/Simple Dataset/colorIMG_184.png,277,185,376,255,Brick
../../03 Data/Simple Dataset/colorIMG_184.png,365,141,463,207,Brick
../../03 Data/Simple Dataset/colorIMG_184.png,378,161,475,228,Brick
../../03 Data/Simple Dataset/colorIMG_184.png,390,182,488,250,Brick
../../03 Data/Simple Dataset/colorIMG_184.png,404,200,504,270,Brick
../../03 Data/Simple Dataset/colorIMG_184.png,416,222,515,292,Brick
../../03 Data/Simple Dataset/colorIMG_184.png,430,243,530,313,Brick
../../03 Data/Simple Dataset/colorIMG_184.png,444,265,542,336,Brick
../../03 Data/Simple Dataset/colorIMG_184.png,456,288,554,360,Brick
../../03 Data/Simple Dataset/colorIMG_68.png,342,163,442,192,Brick
../../03 Data/Simple Dataset/colorIMG_68.png,337,189,440,216,Brick
../../03 Data/Simple Dataset/colorIMG_68.png,332,214,433,244,Brick
../../03 Data/Simple Dataset/colorIMG_68.png,326,240,430,267,Brick
../../03 Data/Simple Dataset/colorIMG_68.png,320,263,426,291,Brick
../../03 Data/Simple Dataset/colorIMG_68.png,329,290,432,317,Brick
../../03 Data/Simple Dataset/colorIMG_68.png,335,315,438,342,Brick
../../03 Data/Simple Dataset/colorIMG_68.png,336,340,438,367,Brick
../../03 Data/Simple Dataset/colorIMG_68.png,436,342,541,368,Brick
../../03 Data/Simple Dataset/colorIMG_68.png,442,314,545,344,Brick
../../03 Data/Simple Dataset/colorIMG_68.png,430,289,531,318,Brick
../../03 Data/Simple Dataset/colorIMG_68.png,423,265,527,292,Brick
../../03 Data/Simple Dataset/colorIMG_68.png,428,240,533,270,Brick
../../03 Data/Simple Dataset/colorIMG_68.png,431,215,537,243,Brick
../../03 Data/Simple Dataset/colorIMG_68.png,438,188,543,220,Brick
../../03 Data/Simple Dataset/colorIMG_68.png,442,163,546,196,Brick
../../03 Data/Simple Dataset/colorIMG_147.png,480,230,553,328,Brick
../../03 Data/Simple Dataset/colorIMG_147.png,460,215,534,311,Brick
../../03 Data/Simple Dataset/colorIMG_147.png,442,197,514,295,Brick
../../03 Data/Simple Dataset/colorIMG_147.png,420,182,490,281,Brick
../../03 Data/Simple Dataset/colorIMG_147.png,402,168,468,265,Brick
../../03 Data/Simple Dataset/colorIMG_147.png,381,157,446,252,Brick
../../03 Data/Simple Dataset/colorIMG_147.png,357,146,422,244,Brick
../../03 Data/Simple Dataset/colorIMG_147.png,335,137,400,234,Brick
../../03 Data/Simple Dataset/colorIMG_147.png,282,225,355,320,Brick
../../03 Data/Simple Dataset/colorIMG_147.png,304,235,379,333,Brick
../../03 Data/Simple Dataset/colorIMG_147.png,331,243,403,339,Brick
../../03 Data/Simple Dataset/colorIMG_147.png,349,257,422,356,Brick
../../03 Data/Simple Dataset/colorIMG_147.png,370,271,443,373,Brick
../../03 Data/Simple Dataset/colorIMG_147.png,391,287,462,388,Brick
../../03 Data/Simple Dataset/colorIMG_147.png,409,302,481,402,Brick
../../03 Data/Simple Dataset/colorIMG_147.png,429,315,503,416,Brick
../../03 Data/Simple Dataset/colorIMG_124.png,331,142,359,243,Brick
../../03 Data/Simple Dataset/colorIMG_124.png,356,143,383,243,Brick
../../03 Data/Simple Dataset/colorIMG_124.png,380,140,408,242,Brick
../../03 Data/Simple Dataset/colorIMG_124.png,403,141,432,241,Brick
../../03 Data/Simple Dataset/colorIMG_124.png,429,142,456,243,Brick
../../03 Data/Simple Dataset/colorIMG_124.png,453,143,480,244,Brick
../../03 Data/Simple Dataset/colorIMG_124.png,478,143,504,244,Brick
../../03 Data/Simple Dataset/colorIMG_124.png,503,144,530,245,Brick
../../03 Data/Simple Dataset/colorIMG_124.png,325,241,352,343,Brick
../../03 Data/Simple Dataset/colorIMG_124.png,351,242,379,345,Brick
../../03 Data/Simple Dataset/colorIMG_124.png,375,241,403,343,Brick
../../03 Data/Simple Dataset/colorIMG_124.png,400,240,429,343,Brick
../../03 Data/Simple Dataset/colorIMG_124.png,424,242,452,344,Brick
../../03 Data/Simple Dataset/colorIMG_124.png,449,244,476,346,Brick
../../03 Data/Simple Dataset/colorIMG_124.png,474,243,502,346,Brick
../../03 Data/Simple Dataset/colorIMG_124.png,499,244,526,347,Brick
../../03 Data/Simple Dataset/colorIMG_148.png,488,227,551,327,Brick
../../03 Data/Simple Dataset/colorIMG_148.png,467,215,531,315,Brick
../../03 Data/Simple Dataset/colorIMG_148.png,444,196,509,295,Brick
../../03 Data/Simple Dataset/colorIMG_148.png,421,182,489,281,Brick
../../03 Data/Simple Dataset/colorIMG_148.png,400,169,467,268,Brick
../../03 Data/Simple Dataset/colorIMG_148.png,380,157,447,252,Brick
../../03 Data/Simple Dataset/colorIMG_148.png,356,147,425,244,Brick
../../03 Data/Simple Dataset/colorIMG_148.png,332,134,403,230,Brick
../../03 Data/Simple Dataset/colorIMG_148.png,283,223,353,320,Brick
../../03 Data/Simple Dataset/colorIMG_148.png,306,233,376,332,Brick
../../03 Data/Simple Dataset/colorIMG_148.png,330,241,399,339,Brick
../../03 Data/Simple Dataset/colorIMG_148.png,351,258,423,356,Brick
../../03 Data/Simple Dataset/colorIMG_148.png,369,273,445,372,Brick
../../03 Data/Simple Dataset/colorIMG_148.png,389,289,466,386,Brick
../../03 Data/Simple Dataset/colorIMG_148.png,410,309,492,403,Brick
../../03 Data/Simple Dataset/colorIMG_148.png,432,319,516,414,Brick
../../03 Data/Simple Dataset/colorIMG_108.png,322,143,425,182,Brick
../../03 Data/Simple Dataset/colorIMG_108.png,431,152,533,180,Brick
../../03 Data/Simple Dataset/colorIMG_108.png,328,170,430,206,Brick
../../03 Data/Simple Dataset/colorIMG_108.png,429,175,532,204,Brick
../../03 Data/Simple Dataset/colorIMG_108.png,329,198,431,229,Brick
../../03 Data/Simple Dataset/colorIMG_108.png,429,203,531,232,Brick
../../03 Data/Simple Dataset/colorIMG_108.png,326,225,429,254,Brick
../../03 Data/Simple Dataset/colorIMG_108.png,427,227,530,259,Brick
../../03 Data/Simple Dataset/colorIMG_108.png,426,250,530,289,Brick
../../03 Data/Simple Dataset/colorIMG_108.png,325,253,427,279,Brick
../../03 Data/Simple Dataset/colorIMG_108.png,424,277,527,312,Brick
../../03 Data/Simple Dataset/colorIMG_108.png,321,277,424,309,Brick
../../03 Data/Simple Dataset/colorIMG_108.png,318,302,422,341,Brick
../../03 Data/Simple Dataset/colorIMG_108.png,422,303,527,338,Brick
../../03 Data/Simple Dataset/colorIMG_108.png,314,330,416,368,Brick
../../03 Data/Simple Dataset/colorIMG_108.png,417,328,521,363,Brick
../../03 Data/Simple Dataset/colorIMG_198.png,320,332,424,380,Brick
../../03 Data/Simple Dataset/colorIMG_198.png,313,308,418,355,Brick
../../03 Data/Simple Dataset/colorIMG_198.png,307,284,412,331,Brick
../../03 Data/Simple Dataset/colorIMG_198.png,302,260,406,307,Brick
../../03 Data/Simple Dataset/colorIMG_198.png,299,237,403,282,Brick
../../03 Data/Simple Dataset/colorIMG_198.png,294,214,396,259,Brick
../../03 Data/Simple Dataset/colorIMG_198.png,288,191,390,236,Brick
../../03 Data/Simple Dataset/colorIMG_198.png,282,166,385,211,Brick
../../03 Data/Simple Dataset/colorIMG_198.png,379,143,480,189,Brick
../../03 Data/Simple Dataset/colorIMG_198.png,385,167,485,213,Brick
../../03 Data/Simple Dataset/colorIMG_198.png,390,190,494,237,Brick
../../03 Data/Simple Dataset/colorIMG_198.png,397,214,501,260,Brick
../../03 Data/Simple Dataset/colorIMG_198.png,404,238,506,284,Brick
../../03 Data/Simple Dataset/colorIMG_198.png,409,263,511,309,Brick
../../03 Data/Simple Dataset/colorIMG_198.png,414,286,518,335,Brick
../../03 Data/Simple Dataset/colorIMG_198.png,420,311,524,358,Brick
../../03 Data/Simple Dataset/colorIMG_131.png,504,138,539,240,Brick
../../03 Data/Simple Dataset/colorIMG_131.png,479,141,508,243,Brick
../../03 Data/Simple Dataset/colorIMG_131.png,454,143,484,242,Brick
../../03 Data/Simple Dataset/colorIMG_131.png,430,140,457,242,Brick
../../03 Data/Simple Dataset/colorIMG_131.png,407,141,433,241,Brick
../../03 Data/Simple Dataset/colorIMG_131.png,381,142,408,243,Brick
../../03 Data/Simple Dataset/colorIMG_131.png,356,142,383,242,Brick
../../03 Data/Simple Dataset/colorIMG_131.png,326,144,355,244,Brick
../../03 Data/Simple Dataset/colorIMG_131.png,325,244,353,345,Brick
../../03 Data/Simple Dataset/colorIMG_131.png,351,242,381,343,Brick
../../03 Data/Simple Dataset/colorIMG_131.png,375,242,404,342,Brick
../../03 Data/Simple Dataset/colorIMG_131.png,400,241,429,342,Brick
../../03 Data/Simple Dataset/colorIMG_131.png,426,241,452,344,Brick
../../03 Data/Simple Dataset/colorIMG_131.png,449,243,477,344,Brick
../../03 Data/Simple Dataset/colorIMG_131.png,474,242,502,344,Brick
../../03 Data/Simple Dataset/colorIMG_131.png,500,240,530,344,Brick
../../03 Data/Simple Dataset/colorIMG_155.png,400,354,486,445,Brick
../../03 Data/Simple Dataset/colorIMG_155.png,383,335,469,427,Brick
../../03 Data/Simple Dataset/colorIMG_155.png,366,314,452,407,Brick
../../03 Data/Simple Dataset/colorIMG_155.png,348,297,433,389,Brick
../../03 Data/Simple Dataset/colorIMG_155.png,329,281,413,372,Brick
../../03 Data/Simple Dataset/colorIMG_155.png,310,266,392,357,Brick
../../03 Data/Simple Dataset/colorIMG_155.png,289,250,372,342,Brick
../../03 Data/Simple Dataset/colorIMG_155.png,269,236,352,327,Brick
../../03 Data/Simple Dataset/colorIMG_155.png,465,274,547,365,Brick
../../03 Data/Simple Dataset/colorIMG_155.png,450,253,533,345,Brick
../../03 Data/Simple Dataset/colorIMG_155.png,431,238,513,327,Brick
../../03 Data/Simple Dataset/colorIMG_155.png,413,221,496,310,Brick
../../03 Data/Simple Dataset/colorIMG_155.png,393,205,478,295,Brick
../../03 Data/Simple Dataset/colorIMG_155.png,373,191,456,280,Brick
../../03 Data/Simple Dataset/colorIMG_155.png,334,161,415,250,Brick
../../03 Data/Simple Dataset/colorIMG_155.png,354,175,435,265,Brick
../../03 Data/Simple Dataset/colorIMG_75.png,334,344,442,385,Brick
../../03 Data/Simple Dataset/colorIMG_75.png,333,317,437,352,Brick
../../03 Data/Simple Dataset/colorIMG_75.png,337,290,440,324,Brick
../../03 Data/Simple Dataset/colorIMG_75.png,336,262,440,292,Brick
../../03 Data/Simple Dataset/colorIMG_75.png,335,235,438,267,Brick
../../03 Data/Simple Dataset/colorIMG_75.png,339,210,442,240,Brick
../../03 Data/Simple Dataset/colorIMG_75.png,344,182,446,212,Brick
../../03 Data/Simple Dataset/colorIMG_75.png,342,153,445,182,Brick
../../03 Data/Simple Dataset/colorIMG_75.png,456,145,560,208,Brick
../../03 Data/Simple Dataset/colorIMG_75.png,444,180,551,229,Brick
../../03 Data/Simple Dataset/colorIMG_75.png,438,209,543,257,Brick
../../03 Data/Simple Dataset/colorIMG_75.png,438,233,545,283,Brick
../../03 Data/Simple Dataset/colorIMG_75.png,436,264,545,308,Brick
../../03 Data/Simple Dataset/colorIMG_75.png,437,290,542,337,Brick
../../03 Data/Simple Dataset/colorIMG_75.png,433,320,540,361,Brick
../../03 Data/Simple Dataset/colorIMG_75.png,440,345,546,392,Brick
../../03 Data/Simple Dataset/colorIMG_16.png,322,326,426,354,Brick
../../03 Data/Simple Dataset/colorIMG_16.png,322,300,427,330,Brick
../../03 Data/Simple Dataset/colorIMG_16.png,423,328,528,363,Brick
../../03 Data/Simple Dataset/colorIMG_16.png,424,303,527,336,Brick
../../03 Data/Simple Dataset/colorIMG_16.png,426,276,532,310,Brick
../../03 Data/Simple Dataset/colorIMG_16.png,424,253,529,284,Brick
../../03 Data/Simple Dataset/colorIMG_16.png,425,228,531,258,Brick
../../03 Data/Simple Dataset/colorIMG_16.png,426,202,530,233,Brick
../../03 Data/Simple Dataset/colorIMG_16.png,426,176,529,205,Brick
../../03 Data/Simple Dataset/colorIMG_16.png,425,153,532,181,Brick
../../03 Data/Simple Dataset/colorIMG_16.png,321,274,427,306,Brick
../../03 Data/Simple Dataset/colorIMG_16.png,323,252,427,280,Brick
../../03 Data/Simple Dataset/colorIMG_16.png,324,223,428,254,Brick
../../03 Data/Simple Dataset/colorIMG_16.png,326,202,429,230,Brick
../../03 Data/Simple Dataset/colorIMG_16.png,326,175,429,202,Brick
../../03 Data/Simple Dataset/colorIMG_16.png,324,150,429,180,Brick
../../03 Data/Simple Dataset/colorIMG_120.png,332,128,434,167,Brick
../../03 Data/Simple Dataset/colorIMG_120.png,432,141,534,173,Brick
../../03 Data/Simple Dataset/colorIMG_120.png,431,165,534,198,Brick
../../03 Data/Simple Dataset/colorIMG_120.png,431,192,535,223,Brick
../../03 Data/Simple Dataset/colorIMG_120.png,431,216,533,247,Brick
../../03 Data/Simple Dataset/colorIMG_120.png,430,241,534,273,Brick
../../03 Data/Simple Dataset/colorIMG_120.png,426,267,527,297,Brick
../../03 Data/Simple Dataset/colorIMG_120.png,427,290,529,322,Brick
../../03 Data/Simple Dataset/colorIMG_120.png,428,316,530,348,Brick
../../03 Data/Simple Dataset/colorIMG_120.png,332,152,433,191,Brick
../../03 Data/Simple Dataset/colorIMG_120.png,331,177,434,215,Brick
../../03 Data/Simple Dataset/colorIMG_120.png,330,200,433,240,Brick
../../03 Data/Simple Dataset/colorIMG_120.png,329,228,432,266,Brick
../../03 Data/Simple Dataset/colorIMG_120.png,323,254,425,289,Brick
../../03 Data/Simple Dataset/colorIMG_120.png,325,284,426,313,Brick
../../03 Data/Simple Dataset/colorIMG_120.png,326,311,426,339,Brick
../../03 Data/Simple Dataset/colorIMG_189.png,342,351,444,417,Brick
../../03 Data/Simple Dataset/colorIMG_189.png,334,327,435,393,Brick
../../03 Data/Simple Dataset/colorIMG_189.png,326,303,426,369,Brick
../../03 Data/Simple Dataset/colorIMG_189.png,315,281,416,346,Brick
../../03 Data/Simple Dataset/colorIMG_189.png,308,253,408,318,Brick
../../03 Data/Simple Dataset/colorIMG_189.png,298,231,398,296,Brick
../../03 Data/Simple Dataset/colorIMG_189.png,291,207,390,271,Brick
../../03 Data/Simple Dataset/colorIMG_189.png,283,185,383,248,Brick
../../03 Data/Simple Dataset/colorIMG_189.png,376,150,476,207,Brick
../../03 Data/Simple Dataset/colorIMG_189.png,382,174,483,230,Brick
../../03 Data/Simple Dataset/colorIMG_189.png,389,197,490,253,Brick
../../03 Data/Simple Dataset/colorIMG_189.png,401,219,504,276,Brick
../../03 Data/Simple Dataset/colorIMG_189.png,408,243,511,299,Brick
../../03 Data/Simple Dataset/colorIMG_189.png,417,267,520,323,Brick
../../03 Data/Simple Dataset/colorIMG_189.png,426,291,529,346,Brick
../../03 Data/Simple Dataset/colorIMG_189.png,434,314,538,371,Brick
../../03 Data/Simple Dataset/colorIMG_128.png,331,145,357,244,Brick
../../03 Data/Simple Dataset/colorIMG_128.png,325,243,355,344,Brick
../../03 Data/Simple Dataset/colorIMG_128.png,351,241,380,344,Brick
../../03 Data/Simple Dataset/colorIMG_128.png,356,144,383,243,Brick
../../03 Data/Simple Dataset/colorIMG_128.png,377,243,404,344,Brick
../../03 Data/Simple Dataset/colorIMG_128.png,380,143,408,243,Brick
../../03 Data/Simple Dataset/colorIMG_128.png,405,140,432,241,Brick
../../03 Data/Simple Dataset/colorIMG_128.png,401,241,429,342,Brick
../../03 Data/Simple Dataset/colorIMG_128.png,425,243,453,344,Brick
../../03 Data/Simple Dataset/colorIMG_128.png,429,142,456,242,Brick
../../03 Data/Simple Dataset/colorIMG_128.png,450,243,477,344,Brick
../../03 Data/Simple Dataset/colorIMG_128.png,475,245,502,347,Brick
../../03 Data/Simple Dataset/colorIMG_128.png,501,244,527,346,Brick
../../03 Data/Simple Dataset/colorIMG_128.png,453,142,482,243,Brick
../../03 Data/Simple Dataset/colorIMG_128.png,477,143,505,243,Brick
../../03 Data/Simple Dataset/colorIMG_128.png,502,144,529,244,Brick
../../03 Data/Simple Dataset/colorIMG_45.png,324,330,428,367,Brick
../../03 Data/Simple Dataset/colorIMG_45.png,326,306,432,342,Brick
../../03 Data/Simple Dataset/colorIMG_45.png,330,283,431,315,Brick
../../03 Data/Simple Dataset/colorIMG_45.png,327,256,430,291,Brick
../../03 Data/Simple Dataset/colorIMG_45.png,331,230,431,266,Brick
../../03 Data/Simple Dataset/colorIMG_45.png,332,208,434,239,Brick
../../03 Data/Simple Dataset/colorIMG_45.png,331,184,435,212,Brick
../../03 Data/Simple Dataset/colorIMG_45.png,333,158,436,190,Brick
../../03 Data/Simple Dataset/colorIMG_45.png,427,339,532,367,Brick
../../03 Data/Simple Dataset/colorIMG_45.png,430,314,533,343,Brick
../../03 Data/Simple Dataset/colorIMG_45.png,430,286,532,318,Brick
../../03 Data/Simple Dataset/colorIMG_45.png,431,264,531,293,Brick
../../03 Data/Simple Dataset/colorIMG_45.png,431,241,536,270,Brick
../../03 Data/Simple Dataset/colorIMG_45.png,430,214,534,246,Brick
../../03 Data/Simple Dataset/colorIMG_45.png,434,189,536,219,Brick
../../03 Data/Simple Dataset/colorIMG_45.png,435,162,538,193,Brick
../../03 Data/Simple Dataset/colorIMG_174.png,279,186,370,269,Brick
../../03 Data/Simple Dataset/colorIMG_174.png,299,204,388,287,Brick
../../03 Data/Simple Dataset/colorIMG_174.png,318,222,405,308,Brick
../../03 Data/Simple Dataset/colorIMG_174.png,332,239,421,326,Brick
../../03 Data/Simple Dataset/colorIMG_174.png,349,257,437,344,Brick
../../03 Data/Simple Dataset/colorIMG_174.png,367,277,455,364,Brick
../../03 Data/Simple Dataset/colorIMG_174.png,384,295,472,382,Brick
../../03 Data/Simple Dataset/colorIMG_174.png,400,315,489,405,Brick
../../03 Data/Simple Dataset/colorIMG_174.png,472,250,565,331,Brick
../../03 Data/Simple Dataset/colorIMG_174.png,457,231,549,312,Brick
../../03 Data/Simple Dataset/colorIMG_174.png,439,212,532,294,Brick
../../03 Data/Simple Dataset/colorIMG_174.png,422,194,514,276,Brick
../../03 Data/Simple Dataset/colorIMG_174.png,406,175,498,257,Brick
../../03 Data/Simple Dataset/colorIMG_174.png,390,157,480,238,Brick
../../03 Data/Simple Dataset/colorIMG_174.png,374,139,464,220,Brick
../../03 Data/Simple Dataset/colorIMG_174.png,356,120,447,200,Brick
../../03 Data/Simple Dataset/colorIMG_70.png,341,344,445,375,Brick
../../03 Data/Simple Dataset/colorIMG_70.png,340,315,441,349,Brick
../../03 Data/Simple Dataset/colorIMG_70.png,338,291,441,323,Brick
../../03 Data/Simple Dataset/colorIMG_70.png,339,260,443,290,Brick
../../03 Data/Simple Dataset/colorIMG_70.png,335,236,440,266,Brick
../../03 Data/Simple Dataset/colorIMG_70.png,341,206,445,237,Brick
../../03 Data/Simple Dataset/colorIMG_70.png,344,182,444,212,Brick
../../03 Data/Simple Dataset/colorIMG_70.png,341,152,444,186,Brick
../../03 Data/Simple Dataset/colorIMG_70.png,447,151,554,206,Brick
../../03 Data/Simple Dataset/colorIMG_70.png,445,182,550,233,Brick
../../03 Data/Simple Dataset/colorIMG_70.png,440,215,545,255,Brick
../../03 Data/Simple Dataset/colorIMG_70.png,437,239,543,279,Brick
../../03 Data/Simple Dataset/colorIMG_70.png,440,265,547,307,Brick
../../03 Data/Simple Dataset/colorIMG_70.png,441,293,543,330,Brick
../../03 Data/Simple Dataset/colorIMG_70.png,440,319,546,358,Brick
../../03 Data/Simple Dataset/colorIMG_70.png,442,346,546,381,Brick
../../03 Data/Simple Dataset/colorIMG_145.png,322,145,365,246,Brick
../../03 Data/Simple Dataset/colorIMG_145.png,348,149,393,250,Brick
../../03 Data/Simple Dataset/colorIMG_145.png,373,149,418,249,Brick
../../03 Data/Simple Dataset/colorIMG_145.png,396,158,441,259,Brick
../../03 Data/Simple Dataset/colorIMG_145.png,420,164,464,265,Brick
../../03 Data/Simple Dataset/colorIMG_145.png,444,168,490,272,Brick
../../03 Data/Simple Dataset/colorIMG_145.png,471,177,515,278,Brick
../../03 Data/Simple Dataset/colorIMG_145.png,492,185,537,288,Brick
../../03 Data/Simple Dataset/colorIMG_145.png,295,242,347,343,Brick
../../03 Data/Simple Dataset/colorIMG_145.png,323,245,371,349,Brick
../../03 Data/Simple Dataset/colorIMG_145.png,349,245,397,347,Brick
../../03 Data/Simple Dataset/colorIMG_145.png,374,254,420,360,Brick
../../03 Data/Simple Dataset/colorIMG_145.png,398,261,444,368,Brick
../../03 Data/Simple Dataset/colorIMG_145.png,423,270,469,377,Brick
../../03 Data/Simple Dataset/colorIMG_145.png,449,272,492,378,Brick
../../03 Data/Simple Dataset/colorIMG_145.png,472,281,519,387,Brick
../../03 Data/Simple Dataset/colorIMG_192.png,433,315,535,372,Brick
../../03 Data/Simple Dataset/colorIMG_192.png,425,292,527,348,Brick
../../03 Data/Simple Dataset/colorIMG_192.png,418,268,519,323,Brick
../../03 Data/Simple Dataset/colorIMG_192.png,407,244,509,301,Brick
../../03 Data/Simple Dataset/colorIMG_192.png,399,220,501,277,Brick
../../03 Data/Simple Dataset/colorIMG_192.png,391,197,492,254,Brick
../../03 Data/Simple Dataset/colorIMG_192.png,384,174,484,230,Brick
../../03 Data/Simple Dataset/colorIMG_192.png,379,150,480,206,Brick
../../03 Data/Simple Dataset/colorIMG_192.png,336,351,442,405,Brick
../../03 Data/Simple Dataset/colorIMG_192.png,327,327,433,381,Brick
../../03 Data/Simple Dataset/colorIMG_192.png,321,303,425,356,Brick
../../03 Data/Simple Dataset/colorIMG_192.png,310,277,414,333,Brick
../../03 Data/Simple Dataset/colorIMG_192.png,303,254,407,309,Brick
../../03 Data/Simple Dataset/colorIMG_192.png,297,232,399,286,Brick
../../03 Data/Simple Dataset/colorIMG_192.png,291,208,392,262,Brick
../../03 Data/Simple Dataset/colorIMG_192.png,285,185,386,237,Brick
../../03 Data/Simple Dataset/colorIMG_60.png,323,332,425,369,Brick
../../03 Data/Simple Dataset/colorIMG_60.png,326,300,428,340,Brick
../../03 Data/Simple Dataset/colorIMG_60.png,316,271,424,313,Brick
../../03 Data/Simple Dataset/colorIMG_60.png,327,250,433,287,Brick
../../03 Data/Simple Dataset/colorIMG_60.png,332,224,436,262,Brick
../../03 Data/Simple Dataset/colorIMG_60.png,335,201,441,238,Brick
../../03 Data/Simple Dataset/colorIMG_60.png,337,176,441,216,Brick
../../03 Data/Simple Dataset/colorIMG_60.png,339,152,442,190,Brick
../../03 Data/Simple Dataset/colorIMG_60.png,453,158,557,214,Brick
../../03 Data/Simple Dataset/colorIMG_60.png,445,185,549,235,Brick
../../03 Data/Simple Dataset/colorIMG_60.png,437,210,543,260,Brick
../../03 Data/Simple Dataset/colorIMG_60.png,433,235,538,286,Brick
../../03 Data/Simple Dataset/colorIMG_60.png,428,258,535,312,Brick
../../03 Data/Simple Dataset/colorIMG_60.png,421,288,527,331,Brick
../../03 Data/Simple Dataset/colorIMG_60.png,422,316,527,359,Brick
../../03 Data/Simple Dataset/colorIMG_60.png,423,346,526,383,Brick
../../03 Data/Simple Dataset/colorIMG_32.png,314,321,417,356,Brick
../../03 Data/Simple Dataset/colorIMG_32.png,415,331,522,374,Brick
../../03 Data/Simple Dataset/colorIMG_32.png,414,305,515,347,Brick
../../03 Data/Simple Dataset/colorIMG_32.png,311,295,418,332,Brick
../../03 Data/Simple Dataset/colorIMG_32.png,314,265,421,304,Brick
../../03 Data/Simple Dataset/colorIMG_32.png,416,276,523,315,Brick
../../03 Data/Simple Dataset/colorIMG_32.png,420,251,521,287,Brick
../../03 Data/Simple Dataset/colorIMG_32.png,422,226,526,262,Brick
../../03 Data/Simple Dataset/colorIMG_32.png,424,202,526,237,Brick
../../03 Data/Simple Dataset/colorIMG_32.png,427,180,532,210,Brick
